index,show_id,actor
1043,s1044,Lauren Graham
1044,s1045,Haruka Shiraishi
1045,s1046,Tan France
1046,s1047,Amber Midthunder
1047,s1048,Ward El Kal
1048,s1049,Kieran Walton
1049,s1050,Max Fincham
1050,s1051,Kiko Mizuhara
1051,s1052,Junichi Kanemaru
1052,s1053,Joaquin Phoenix
1053,s1054,Nasir 'Nas' Jones
1054,s1055,Isyana Sarasvati
1055,s1056,Daniel Valdez
1056,s1057,
1057,s1058,Jamie Foxx
1058,s1059,Abigail Cowen
1059,s1060,Kevin Spacey
1060,s1061,
1061,s1062,
1062,s1063,Kim Myung-min
1063,s1064,Paul Rudd
1064,s1065,Kim Hye-su
1065,s1066,Katie McGrath
1066,s1067,Chang Chen
1067,s1068,Nannaphas Loetnamchoetsakun
1068,s1069,
1069,s1070,Panja Vaisshnav Tej
1070,s1071,
1071,s1072,Saurav Chakraborty
1072,s1073,Saurav Chakraborty
1073,s1074,Saurav Chakraborty
1074,s1075,Saurav Chakraborty
1075,s1076,
1076,s1077,
1077,s1078,
1078,s1079,
1079,s1080,Victor Rasuk
1080,s1081,Yang Tianxiang
1081,s1082,Brian Stepanek
1082,s1083,Park Mi-sun
1083,s1084,Drew Barrymore
1084,s1085,Jiang Guangtao
1085,s1086,Um Tae-goo
1086,s1087,Seun Ajayi
1087,s1088,Rajkummar Rao
1088,s1089,Melissa McCarthy
1089,s1090,Joey Bada$$
1090,s1091,Ardhito Pramono
1091,s1092,Kenjiro Tsuda
1092,s1093,Dolly Parton
1093,s1094,
1094,s1095,
1095,s1096,
1096,s1097,Nick Wolfhard
1097,s1098,
1098,s1099,Yogi Babu
1099,s1100,Kang Quintus
1100,s1101,Ema Horvath
1101,s1102,Rob Corddry
1102,s1103,Justin Long
1103,s1104,Bruce Willis
1104,s1105,Jade Pettyjohn
1105,s1106,Idris Elba
1106,s1107,Brian Austin Green
1107,s1108,Zainab Balogun
1108,s1109,Fahadh Faasil
1109,s1110,Yolanthe Cabau
1110,s1111,Karole Rocher
1111,s1112,Emma Roberts
1112,s1113,Timothy Omundson
1113,s1114,John Cusack
1114,s1115,Aamir Khan
1115,s1116,Sharman Joshi
1116,s1117,
1117,s1118,
1118,s1119,Patrick Wilson
1119,s1120,James Marsden
1120,s1121,Aaron Paul
1121,s1122,Reese Witherspoon
1122,s1123,Richa Chadda
1123,s1124,
1124,s1125,Jean-Claude Van Damme
1125,s1126,Nicholas Day
1126,s1127,Audrey Hepburn
1127,s1128,Gaten Matarazzo
1128,s1129,Sam Jaeger
1129,s1130,Dan Jones
1130,s1131,Sadao Abe
1131,s1132,Shun Oguri
1132,s1133,Kenichi Matsuyama
1133,s1134,Chad Michael Collins
1134,s1135,Casper Van Dien
1135,s1136,Matt Dillon
1136,s1137,Clara Bernadeth
1137,s1138,Sedky Sakhr
1138,s1139,Adrien Brody
1139,s1140,Dylan Walsh
1140,s1141,Jean-Claude Van Damme
1141,s1142,Amitabh Bachchan
1142,s1143,Richard Wershe Jr.
1143,s1144,
1144,s1145,Jim Carrey
1145,s1146,Willem Dafoe
1146,s1147,
1147,s1148,Brendon Mcdonnell
1148,s1149,Donald Reignoux
1149,s1150,Dan Green
1150,s1151,Chris Norton
1151,s1152,Simon Greenall
1152,s1153,Tara Sands
1153,s1154,Idris Elba
1154,s1155,Shia LaBeouf
1155,s1156,
1156,s1157,Kevin Quinn
1157,s1158,Eric André
1158,s1159,Kendall Schmidt
1159,s1160,Unax Ugalde
1160,s1161,Clive Owen
1161,s1162,
1162,s1163,Meryem Uzerli
1163,s1164,Antonio Díaz
1164,s1165,Nathalie Seseña
1165,s1166,Sanya Malhotra
1166,s1167,Mckell David
1167,s1168,Elvira Camarrone
1168,s1169,Yuri Lowenthal
1169,s1170,
1170,s1171,Nicholas Corda
1171,s1172,
1172,s1173,Loyiso Gola
1173,s1174,Ho-dong Kang
1174,s1175,Park In-hwan
1175,s1176,Judi Dench
1176,s1177,Taiga Nakano
1177,s1178,Lin Po-Hung
1178,s1179,Alain Moussi
1179,s1180,Austin St. John
1180,s1181,Rob Tinkler
1181,s1182,Katharine McPhee
1182,s1183,
1183,s1184,Perfume
1184,s1185,Chen Kun
1185,s1186,Funke Akindele
1186,s1187,Hiroaki Hirata
1187,s1188,Kristin Davis
1188,s1189,Matheus Nachtergaele
1189,s1190,Nate Bargatze
1190,s1191,Lindsey Morgan
1191,s1192,Gabriel Iglesias
1192,s1193,Saleh Bakri
1193,s1194,PADI Reborn
1194,s1195,OC Ukeje
1195,s1196,Matthew Modine
1196,s1197,
1197,s1198,Chadwick Boseman
1198,s1199,Khalid Bounouar
1199,s1200,Taylor Kitsch
1200,s1201,Michelle Zamora
1201,s1202,Bassem Samra
1202,s1203,Deepann
1203,s1204,Mark Rylance
1204,s1205,
1205,s1206,James Oliver Wheatley
1206,s1207,Grace Beedie
1207,s1208,Audrey Hepburn
1208,s1209,Erdem Yener
1209,s1210,Sarah Hassan
1210,s1211,Kim So-hyun
1211,s1212,Talat Bulut
1212,s1213,Çağatay Ulusoy
1213,s1214,Tom Kenny
1214,s1215,Max Salgado
1215,s1216,Sedef Avcı
1216,s1217,Sinem Kobal
1217,s1218,Hannah Ware
1218,s1219,Jennifer Garner
1219,s1220,Tolga Çevik
1220,s1221,Alex Brendemühl
1221,s1222,Ari Irham
1222,s1223,Chris Sheffield
1223,s1224,Abdramane Diakité
1224,s1225,
1225,s1226,
1226,s1227,Olli Schulz
1227,s1228,Pooja Bhatt
1228,s1229,Cyli Khare
1229,s1230,Sherine
1230,s1231,P. Samuthirakani
1231,s1232,August Nuñez
1232,s1233,Christian Tappan
1233,s1234,Toyin Abraham
1234,s1235,
1235,s1236,Ikue Otani
1236,s1237,Olga Kurylenko
1237,s1238,Adhisty Zara
1238,s1239,Gideon Adlon
1239,s1240,Jason Statham
1240,s1241,Josh Duhamel
1241,s1242,Hadley Robinson
1242,s1243,
1243,s1244,Kevin Costner
1244,s1245,Kiara Advani
1245,s1246,Victor Yerrid
1246,s1247,Wilfred Lau
1247,s1248,Takaya Kamikawa
1248,s1249,The Notorious B.I.G.
1249,s1250,Blanche Gardin
1250,s1251,Hernán Cattáneo
1251,s1252,Kevin Costner
1252,s1253,Emma Bading
1253,s1254,Robbie Daymond
1254,s1255,Dustin Hoffman
1255,s1256,Shun Oguri
1256,s1257,Jack Black
1257,s1258,Hiroaki Hirata
1258,s1259,Jules Wojciechowski
1259,s1260,Viggo Mortensen
1260,s1261,Álvaro Cervantes
1261,s1262,Benjamín Vicuña
1262,s1263,David Spade
1263,s1264,Owen Wilson
1264,s1265,Paul Rudd
1265,s1266,Parineeti Chopra
1266,s1267,Alfredo Castro
1267,s1268,Tom Schilling
1268,s1269,Carmen Villalobos
1269,s1270,Hanggini
1270,s1271,Catherine Siachoque
1271,s1272,Giovanni Arce
1272,s1273,Masayoshi Haneda
1273,s1274,Ryo Yoshizawa
1274,s1275,Jas Leverette
1275,s1276,Brianne Howey
1276,s1277,Juan Paiva
1277,s1278,Nicole Kang
1278,s1279,Brian Regan
1279,s1280,
1280,s1281,
1281,s1282,Ram Pothineni
1282,s1283,
1283,s1284,Vera Farmiga
1284,s1285,Patrick Wilson
1285,s1286,Song Joong-ki
1286,s1287,Shih Ming-shuai
1287,s1288,David Spade
1288,s1289,Oscar Isaac
1289,s1290,Glenn Fredly
1290,s1291,Rosamund Pike
1291,s1292,Shine Tom Chacko
1292,s1293,
1293,s1294,Manchu Lakshmi
1294,s1295,Henriette Confurius
1295,s1296,Shardul Bhardwaj
1296,s1297,Choi Kang-hee
1297,s1298,Jeni Ross
1298,s1299,Cho Seung-woo
1299,s1300,Takahiro Sakurai
1300,s1301,Will Smith
1301,s1302,Simona Brown
1302,s1303,Steven Rinella
1303,s1304,
1304,s1305,Bear Grylls
1305,s1306,Akshay Kumar
1306,s1307,Christina Hendricks
1307,s1308,Brett Dalton
1308,s1309,Roman Karev
1309,s1310,Lucy Loken
1310,s1311,Kevin James
1311,s1312,Ini Dima-Okojie
1312,s1313,Henry Golding
1313,s1314,
1314,s1315,Dave Chappelle
1315,s1316,Dani Rovira
1316,s1317,Praveen Tej
1317,s1318,Nadiya Hussain
1318,s1319,Lana Condor
1319,s1320,Verónica Alva
1320,s1321,Luc Schiltz
1321,s1322,Mauricio Ochmann
1322,s1323,Silvia Alonso
1323,s1324,Reza Rahadian
1324,s1325,Emayatzy Corinealdi
1325,s1326,Nanna Blondell
1326,s1327,Adrianna Chlebicka
1327,s1328,Abstract Rude
1328,s1329,
1329,s1330,Hedi Bouchenafa
1330,s1331,Caleb Castille
1331,s1332,
1332,s1333,Miranda Cosgrove
1333,s1334,Jonah Hill
1334,s1335,Shawn Yue
1335,s1336,Jessica Biel
1336,s1337,Blanche Gardin
1337,s1338,Irrfan Khan
1338,s1339,Adriana Ugarte
1339,s1340,Marco Pigossi
1340,s1341,Chen Shu-fang
1341,s1342,Zendaya
1342,s1343,Song Joong-ki
1343,s1344,
1344,s1345,Riccardo Scamarcio
1345,s1346,Mark Chao
1346,s1347,Julia Wieniawa-Narkiewicz
1347,s1348,Raúl Arévalo
1348,s1349,Katherine Heigl
1349,s1350,Andrés Parra
1350,s1351,William Shewfelt
1351,s1352,Alejandro Peña Arenzana
1352,s1353,Tracey Ashley
1353,s1354,Chris Farley
1354,s1355,Amber Marshall
1355,s1356,Kamil McFadden
1356,s1357,Katherine Hughes
1357,s1358,Bukky Bakray
1358,s1359,Leonardo DiCaprio
1359,s1360,Jason Statham
1360,s1361,Daniel Padilla
1361,s1362,Holly Taylor
1362,s1363,Clé Bennett
1363,s1364,Kian Lawley
1364,s1365,Jonah Bobo
1365,s1366,
1366,s1367,Joaquim de Almeida
1367,s1368,Amy Forsyth
1368,s1369,Javier Gutiérrez
1369,s1370,Kea Peahu
1370,s1371,Carey Mulligan
1371,s1372,
1372,s1373,Acha Septriasa
1373,s1374,Engin Öztürk
1374,s1375,Kurt Sorge
1375,s1376,Zoe Levin
1376,s1377,Tovino Thomas
1377,s1378,Caitriona Balfe
1378,s1379,Naomi Watts
1379,s1380,Blossom Chukwujekwu
1380,s1381,Michela Luci
1381,s1382,Alexx Ekubo
1382,s1383,Somkele Iyamah
1383,s1384,
1384,s1385,Yoo Jae-suk
1385,s1386,Natsuki Hanae
1386,s1387,Rosa María Sardà
1387,s1388,Russell Crowe
1388,s1389,Adarsh Gourav
1389,s1390,Malin Akerman
1390,s1391,Cosmo Jarvis
1391,s1392,Shameik Moore
1392,s1393,Ludwika Paleta
1393,s1394,Madelaine Petsch
1394,s1395,
1395,s1396,Lukas Engel
1396,s1397,Jason Statham
1397,s1398,Lewis MacDougall
1398,s1399,Maggie Q
1399,s1400,Joey King
1400,s1401,
1401,s1402,Gina Rodriguez
1402,s1403,Abbi Jacobson
1403,s1404,Maisa Silva
1404,s1405,Jace Norman
1405,s1406,Anthony Mackie
1406,s1407,Tom McGrath
1407,s1408,Jo Kyoung-i
1408,s1409,Jason Ralph
1409,s1410,Thomas Jane
1410,s1411,Kajol
1411,s1412,"Nancy ""Vincenza Careri"" Kulik"
1412,s1413,Kang In-soo
1413,s1414,Reza Rahadian
1414,s1415,Bhisma Mulia
1415,s1416,Sienna Miller
1416,s1417,
1417,s1418,Rodrigo de la Serna
1418,s1419,Chris Rock
1419,s1420,Derek Jacobi
1420,s1421,
1421,s1422,François Cluzet
1422,s1423,Ajay Devgn
1423,s1424,Abhishek Bachchan
1424,s1425,Wilmer Valderrama
1425,s1426,
1426,s1427,Ajay Devgn
1427,s1428,Paul Connolly
1428,s1429,Tillotama Shome
1429,s1430,Sumruddhi Shukla
1430,s1431,Fran Lebowitz
1431,s1432,Engin Günaydın
1432,s1433,Michelle Jenner
1433,s1434,Anisa Rahma
1434,s1435,Bronwen Mantel
1435,s1436,Vanessa Kirby
1436,s1437,Juan Sebastián Gutiérrez
1437,s1438,
1438,s1439,Tony Parker
1439,s1440,Nicolas Cage
1440,s1441,Omar Chaparro
1441,s1442,Salman Khan
1442,s1443,Paik Jong-won
1443,s1444,
1444,s1445,Gerard Butler
1445,s1446,Anders Baasmo
1446,s1447,Johnny Knoxville
1447,s1448,Renée Zellweger
1448,s1449,Ralph Macchio
1449,s1450,
1450,s1451,Eddie Murphy
1451,s1452,Sydney Cope
1452,s1453,Vanessa Hudgens
1453,s1454,Kenan Thompson
1454,s1455,Chris Rock
1455,s1456,Andy Puddicombe
1456,s1457,Emile Hirsch
1457,s1458,Angélica Celaya
1458,s1459,Craig Fairbrass
1459,s1460,Meaghan Martin
1460,s1461,Irene Azuela
1461,s1462,Annabeth Gish
1462,s1463,Kim Seo-yeong
1463,s1464,Martin Short
1464,s1465,David Eagleman
1465,s1466,Amber Frank
1466,s1467,
1467,s1468,Liam Neeson
1468,s1469,Cha In-pyo
1469,s1470,Johnny Depp
1470,s1471,Martin L. Washington Jr.
1471,s1472,Jerry Seinfeld
1472,s1473,Vidya Balan
1473,s1474,Kiernan Shipka
1474,s1475,Panji Zoni
1475,s1476,Ari Irham
1476,s1477,Jackie Tohn
1477,s1478,Willa Fitzgerald
1478,s1479,Danica Curcic
1479,s1480,
1480,s1481,Ford Kiernan
1481,s1482,Lee Kang-sheng
1482,s1483,Jake Foushee
1483,s1484,Kim Yo-han
1484,s1485,Timothy Ware-Hill
1485,s1486,Johnny Depp
1486,s1487,Samuel L. Jackson
1487,s1488,Issaka Sawadogo
1488,s1489,Maïwenn
1489,s1490,
1490,s1491,Mikaela Blake
1491,s1492,Anil Kapoor
1492,s1493,Adjoa Andoh
1493,s1494,Maine Mendoza
1494,s1495,YaYa Gosselin
1495,s1496,Jessica Mila
1496,s1497,Ringgo Agus Rahman
1497,s1498,Kathryn Bernardo
1498,s1499,Nils d'Aulaire
1499,s1500,George Clooney
1500,s1501,Edward Chen
1501,s1502,Josephine Langford
1502,s1503,London Hughes
1503,s1504,Ji Chang-wook
1504,s1505,Michael Brons
1505,s1506,Luke Amis
1506,s1507,John Sparkes
1507,s1508,Justin Fletcher
1508,s1509,Kate Harbour
1509,s1510,Ariana Grande
1510,s1511,Uma Thurman
1511,s1512,Mohamed Saad
1512,s1513,Rhys Nicholson
1513,s1514,Samantha Mathis
1514,s1515,Noxee Maqashalala
1515,s1516,Pauly Shore
1516,s1517,Ida Elise Broch
1517,s1518,Viola Davis
1518,s1519,Glynn Turman
1519,s1520,Mohd Syafie Naswip
1520,s1521,Kalidas Jayaram
1521,s1522,M. Rajoli
1522,s1523,Mahesh Jugal Kishor
1523,s1524,Antonio Sanint
1524,s1525,Jason Momoa
1525,s1526,Morgan Oey
1526,s1527,Julia Barretto
1527,s1528,
1528,s1529,Yim Si-wan
1529,s1530,McCoy De Leon
1530,s1531,Andrew Schulz
1531,s1532,Atiqah Hasiholan
1532,s1533,Anitta
1533,s1534,
1534,s1535,Eddie Garcia
1535,s1536,
1536,s1537,Aaron Eckhart
1537,s1538,Forest Whitaker
1538,s1539,Rikiya Koyama
1539,s1540,Toshiyuki Morikawa
1540,s1541,Amy Adams
1541,s1542,
1542,s1543,Vir Das
1543,s1544,Ceaser Emanuel
1544,s1545,Ben Schnetzer
1545,s1546,Christian Convery
1546,s1547,Hrishikesh Hirway
1547,s1548,Jenelle Evans
1548,s1549,Jamie Chung
1549,s1550,Mel Gibson
1550,s1551,Lauren Swickard
1551,s1552,Bella Ramsey
1552,s1553,Lauren Holly
1553,s1554,David Spade
1554,s1555,Maguy Bou Ghosn
1555,s1556,Pierre-Alain de Garrigues
1556,s1557,Henry Keane
1557,s1558,
1558,s1559,Viola Davis
1559,s1560,Inma Cuesta
1560,s1561,Meryl Streep
1561,s1562,Sanjay Dutt
1562,s1563,Kento Yamazaki
1563,s1564,Brandon Ingram
1564,s1565,Bryan Chang
1565,s1566,Enrique Gil
1566,s1567,Bea Alonzo
1567,s1568,Paolo Ballesteros
1568,s1569,Elijah Canlas
1569,s1570,Malik Nejer
1570,s1571,Ruby
1571,s1572,Elio Germano
1572,s1573,Paul Wight
1573,s1574,Paulina Chávez
1574,s1575,
1575,s1576,André Chiang
1576,s1577,Jennifer Coolidge
1577,s1578,Emicida
1578,s1579,Nour Al Ghandour
1579,s1580,Gabriel Iglesias
1580,s1581,Amber Frank
1581,s1582,Elyse Maloway
1582,s1583,Casey Affleck
1583,s1584,Doh Kyung-soo
1584,s1585,Jessica Chastain
1585,s1586,Cameron Britton
1586,s1587,
1587,s1588,Li Lingwei
1588,s1589,Jay Hatton
1589,s1590,Swara Bhasker
1590,s1591,Nick Kroll
1591,s1592,Nat Faxon
1592,s1593,Kostja Ullmann
1593,s1594,Shona Ferguson
1594,s1595,Demet Akbağ
1595,s1596,Gary Oldman
1596,s1597,Paul Hollywood
1597,s1598,Alyssa Milano
1598,s1599,Gerald Anderson
1599,s1600,Sabrina Ouazani
1600,s1601,Robbie Daymond
1601,s1602,Leandro Hassum
1602,s1603,Kathryn Bernardo
1603,s1604,
1604,s1605,Ari Eldjárn
1605,s1606,Ernest Prakasa
1606,s1607,Katarzyna Sawczuk
1607,s1608,Hazel Brugger
1608,s1609,Kevin Costner
1609,s1610,Lucy O'Connell
1610,s1611,Tom Hanks
1611,s1612,Ryan Devlin
1612,s1613,Jon Favreau
1613,s1614,Dakota Fanning
1614,s1615,Dermot Arrigan
1615,s1616,Dave Navarro
1616,s1617,Mitchel Musso
1617,s1618,Natalie Palamides
1618,s1619,Keith Wickham
1619,s1620,Nadia Ramlee
1620,s1621,Jennifer Garner
1621,s1622,Tom Selleck
1622,s1623,Richard Dean Anderson
1623,s1624,
1624,s1625,Tom Hanks
1625,s1626,Kim Dong-wook
1626,s1627,Melissa McCarthy
1627,s1628,
1628,s1629,
1629,s1630,Kim Chiu
1630,s1631,Jelson Bay
1631,s1632,Hermione Corfield
1632,s1633,Vlasta Vrana
1633,s1634,Ryan Phillippe
1634,s1635,Cho Byeong-kyu
1635,s1636,Alan C. Lim
1636,s1637,Debbie Allen
1637,s1638,Rodolfo Sancho
1638,s1639,
1639,s1640,Callan Mulvey
1640,s1641,Luke Mockridge
1641,s1642,Hunter March
1642,s1643,Fabrizio Gifuni
1643,s1644,Park Shin-hye
1644,s1645,Vice Ganda
1645,s1646,Larry the Cable Guy
1646,s1647,Suhail Dabbach
1647,s1648,Sharon Cuneta
1648,s1649,Brenton Thwaites
1649,s1650,Chiaki Kobayashi
1650,s1651,Shawn Mendes
1651,s1652,Kurt Russell
1652,s1653,Vinoth Kishan
1653,s1654,Vinoth Kishan
1654,s1655,Damilola Adegbite
1655,s1656,Noah Kaye Bentley
1656,s1657,Amy Adams
1657,s1658,Valeria Bertuccelli
1658,s1659,Adel Imam
1659,s1660,Jesse Metcalfe
1660,s1661,Shawn Mendes
1661,s1662,Ko Kyung-pyo
1662,s1663,Tamer Hosny
1663,s1664,Dolly Parton
1664,s1665,Danny Trejo
1665,s1666,Robert Agengo
1666,s1667,Keythe Farley
1667,s1668,Yang Chen
1668,s1669,Anthony Monjaro
1669,s1670,
1670,s1671,Prajakta Koli
1671,s1672,Jackie Long
1672,s1673,Pharrell Williams
1673,s1674,Pavan Malhotra
1674,s1675,Salman Khan
1675,s1676,Imran Khan
1676,s1677,Ayushmann Khurrana
1677,s1678,John Lloyd Cruz
1678,s1679,Nawazuddin Siddiqui
1679,s1680,Ajay Devgn
1680,s1681,Amitabh Bachchan
1681,s1682,Vanessa Hudgens
1682,s1683,Sharon Cuneta
1683,s1684,Boman Irani
1684,s1685,Benjamin Bradley
1685,s1686,Kanto Shimokura
1686,s1687,Kevin Hart
1687,s1688,JP Karliak
1688,s1689,
1689,s1690,Joel Edgerton
1690,s1691,
1691,s1692,Bea Santos
1692,s1693,Tyra Banks
1693,s1694,Erika Harlacher
1694,s1695,Bill Hader
1695,s1696,Sarah Troyer
1696,s1697,Emily Tennant
1697,s1698,Jeff Probst
1698,s1699,Claire Foy
1699,s1700,Bing Crosby
1700,s1701,Haley Webb
1701,s1702,Evan Peters
1702,s1703,Viraaj Modgill
1703,s1704,Forest Whitaker
1704,s1705,
1705,s1706,Sophia Loren
1706,s1707,Luis Tosar
1707,s1708,John Lloyd Cruz
1708,s1709,Öykü Karayel
1709,s1710,Aga Muhlach
1710,s1711,Michael B. Jordan
1711,s1712,Yu Jun-sang
1712,s1713,Abhishek Bachchan
1713,s1714,Renato Quattordio
1714,s1715,Brittany Snow
1715,s1716,Gloria Groove
1716,s1717,Mark Samual Bonanno
1717,s1718,Bradley James
1718,s1719,
1719,s1720,
1720,s1721,Lavinia Wilson
1721,s1722,
1722,s1723,Midori Francis
1723,s1724,
1724,s1725,Jonah Wineberg
1725,s1726,Temi Otedola
1726,s1727,
1727,s1728,Wang Yu-ping
1728,s1729,Antonio de la Torre
1729,s1730,Johnny Simmons
1730,s1731,Clarence Ryan
1731,s1732,Nia Fairweather
1732,s1733,Liza Soberano
1733,s1734,
1734,s1735,Natalie Hall
1735,s1736,Angel Locsin
1736,s1737,Kat Graham
1737,s1738,Ahmed Amin
1738,s1739,Emily Alatalo
1739,s1740,Kaitlyn Leeb
1740,s1741,Ida Engvoll
1741,s1742,Keerthy Suresh
1742,s1743,Felix Lobrecht
1743,s1744,Masami Nagasawa
1744,s1745,
1745,s1746,Guillermo del Toro
1746,s1747,Mélissa Bédard
1747,s1748,Sophie Thatcher
1748,s1749,
1749,s1750,Danny Glover
1750,s1751,James Van Der Beek
1751,s1752,Leslie Bellair
1752,s1753,Brad Hyland
1753,s1754,Josh Hutcherson
1754,s1755,Wil Willis
1755,s1756,Leah Remini
1756,s1757,
1757,s1758,Britt McKillip
1758,s1759,Michael Adamthwaite
1759,s1760,Vincent Tong
1760,s1761,Joe Zieja
1761,s1762,Fred Savage
1762,s1763,Mark Wahlberg
1763,s1764,Christopher Abbott
1764,s1765,Joseph Gordon-Levitt
1765,s1766,Frank Welker
1766,s1767,Son Hyun-joo
1767,s1768,Naomi Watts
1768,s1769,Pat Morita
1769,s1770,Jang Hyuk
1770,s1771,Matt Jones
1771,s1772,Loo Nascimento
1772,s1773,Thomas Gullestad
1773,s1774,Adriano Zumbo
1774,s1775,Victoria Barabas
1775,s1776,Ṣọpẹ́ Dìrísù
1776,s1777,Chris Attoh
1777,s1778,Shabana Azmi
1778,s1779,Hong So-yeong
1779,s1780,Clark Gregg
1780,s1781,Lannick Gautry
1781,s1782,Philip Rosenthal
1782,s1783,Alessandro Borghi
1783,s1784,Juli Fàbregas
1784,s1785,Daniel Padilla
1785,s1786,Emma Roberts
1786,s1787,Antonio Díaz
1787,s1788,Dane DeHaan
1788,s1789,Julia Wieniawa-Narkiewicz
1789,s1790,
1790,s1791,Derek Phillips
1791,s1792,Robbie Daymond
1792,s1793,
1793,s1794,Sarah Cooper
1794,s1795,Mike He
1795,s1796,Ranbir Kapoor
1796,s1797,Hugo Weaving
1797,s1798,Tilda Cobham-Hervey
1798,s1799,Anne Celestino Mota
1799,s1800,Laurence Rupp
1800,s1801,
1801,s1802,Cathy Ang
1802,s1803,Elizabeth Bogush
1803,s1804,Daniel Grao
1804,s1805,Anya Taylor-Joy
1805,s1806,
1806,s1807,Gitte Witt
1807,s1808,Angelica Panganiban
1808,s1809,Daniel Mays
1809,s1810,Kathryn Bernardo
1810,s1811,Jesse Eisenberg
1811,s1812,Natalia Dyer
1812,s1813,Liam Neeson
1813,s1814,President Barack Obama
1814,s1815,Lily James
1815,s1816,Kate McKinnon
1816,s1817,Michael Gross
1817,s1818,Ezzat El Alaily
1818,s1819,Rodney El Haddad
1819,s1820,Georges Khabbaz
1820,s1821,Philippe Aractingi
1821,s1822,Hadi Bou Ayash
1822,s1823,Hippolyte Girardot
1823,s1824,Rana Eid
1824,s1825,Talal El-Jordi
1825,s1826,Flavia Bechara
1826,s1827,Soraya Khoury
1827,s1828,Nada Abou Farhat
1828,s1829,
1829,s1830,Rami Doueiri
1830,s1831,Rola Beksmati
1831,s1832,Nadia Tueni
1832,s1833,Imad Creidi
1833,s1834,Kodi Smit-McPhee
1834,s1835,Bae Suzy
1835,s1836,Stu Bennett
1836,s1837,Brenda Wairimu
1837,s1838,Odessa A’zion
1838,s1839,Ethan Hawke
1839,s1840,Amir El Kacem
1840,s1841,Carmen Maura
1841,s1842,Nick Wolfhard
1842,s1843,Sacha Baron Cohen
1843,s1844,Shelley Hennig
1844,s1845,Tamara Smart
1845,s1846,Kevin Conroy
1846,s1847,Hassan El Raddad
1847,s1848,Steven Kynman
1848,s1849,Rachel True
1849,s1850,Dian Sastrowardoyo
1850,s1851,Jefri Nichol
1851,s1852,Flex Alexander
1852,s1853,Rorrie D. Travis
1853,s1854,
1854,s1855,Danielle Brooks
1855,s1856,Kai Ko
1856,s1857,Blackpink
1857,s1858,
1858,s1859,Fardeen Khan
1859,s1860,Simon Greenall
1860,s1861,Bert Kreischer
1861,s1862,Aamir Khan
1862,s1863,Mithun Chakraborty
1863,s1864,Gulshan Devaiah
1864,s1865,Karen Fukuhara
1865,s1866,Akshay Kumar
1866,s1867,Ajay Devgn
1867,s1868,Emily Bader
1868,s1869,
1869,s1870,Yami Gautam
1870,s1871,Onur Buldu
1871,s1872,
1872,s1873,Radha Blank
1873,s1874,Victoria Pedretti
1874,s1875,Bigflo & Oli
1875,s1876,Go A-ra
1876,s1877,Brian Maya
1877,s1878,Seohyun
1878,s1879,Eliza Taylor
1879,s1880,Adam Sandler
1880,s1881,Viktoriya Isakova
1881,s1882,Madison Pettis
1882,s1883,Dolly Parton
1883,s1884,Nahanni Mitchell
1884,s1885,Noree Victoria
1885,s1886,
1886,s1887,David Attenborough
1887,s1888,Daniel Levy
1888,s1889,Mert Yazıcıoğlu
1889,s1890,
1890,s1891,
1891,s1892,Emre Karayel
1892,s1893,Alan C. Lim
1893,s1894,Tom McGrath
1894,s1895,Lily Collins
1895,s1896,Cariba Heine
1896,s1897,Beverly Osu
1897,s1898,Nawazuddin Siddiqui
1898,s1899,Riccardo Scamarcio
1899,s1900,Binnur Kaya
1900,s1901,Jaden Michael
1901,s1902,Mauricio Ochmann
1902,s1903,Hairul Azreen
1903,s1904,Ben Kingsley
1904,s1905,Edward James Olmos
1905,s1906,Tony Kgoroge
1906,s1907,Katja Herbers
1907,s1908,Ji Sung
1908,s1909,Yoshitsugu Matsuoka
1909,s1910,Matthew McConaughey
1910,s1911,Tainá Müller
1911,s1912,
1912,s1913,Sam Neill
1913,s1914,
1914,s1915,Olasupo Shasore
1915,s1916,Mišel Matičević
1916,s1917,Tommy the Clown
1917,s1918,Oriana Sabatini
1918,s1919,Yoshitsugu Matsuoka
1919,s1920,Nahed El Sebaï
1920,s1921,Baraa Alem
1921,s1922,Scott Eastwood
1922,s1923,Mo'Nique
1923,s1924,Walton Goggins
1924,s1925,Taissa Farmiga
1925,s1926,Blanca Soto
1926,s1927,
1927,s1928,Camilla Jo-Ann Daries
1928,s1929,Daisuke Ono
1929,s1930,Matt LeBlanc
1930,s1931,Brian Ogola
1931,s1932,Jim Parsons
1932,s1933,Jim Parsons
1933,s1934,Danielle Cormack
1934,s1935,
1935,s1936,Michelle Buteau
1936,s1937,Michael Jai White
1937,s1938,Miriam Makeba
1938,s1939,Sanjay Mishra
1939,s1940,Naseeruddin Shah
1940,s1941,Ajay Devgn
1941,s1942,Shahid Kapoor
1942,s1943,Naseeruddin Shah
1943,s1944,Shahid Kapoor
1944,s1945,Aamir Khan
1945,s1946,Abhay Deol
1946,s1947,Akshay Kumar
1947,s1948,
1948,s1949,Kelly Overton
1949,s1950,Kristen Bell
1950,s1951,Chirag Malhotra
1951,s1952,
1952,s1953,
1953,s1954,Ozan Güven
1954,s1955,Allen Maldonado
1955,s1956,Jung Yu-mi
1956,s1957,Nasty C
1957,s1958,Hugh Jackman
1958,s1959,Jon Favreau
1959,s1960,Millie Bobby Brown
